opportunity_id,product,account,deal_stage,engage_date,close_date,close_value
HW38EMKM,gtx plus pro,kan code,lost,2017-03-10,2017-03-20,0.0
5XPYFICK,mg special,inity,engaging,2017-03-10,,
B5QCN9H7,mg special,massive dynamic,lost,2017-03-10,2017-05-29,0.0
X7M4GO0J,gtx plus basic,zencorporation,won,2017-03-10,2017-06-28,1074.0
JYI35PPE,mg special,newex,lost,2017-03-10,2017-05-05,0.0
6XHE52MV,mg special,inity,lost,2017-03-11,2017-05-30,0.0
0YN6EALP,mg special,scottech,won,2017-03-11,2017-03-17,57.0
A4LUP6W6,gtx basic,zotware,won,2017-03-11,2017-05-22,586.0
KUK2H5MD,gtx plus basic,rundofase,won,2017-03-11,2017-06-13,1184.0
HTW9348H,gtx basic,silis,lost,2017-03-11,2017-05-19,0.0
ILR33OAV,mg advanced,,engaging,2017-03-11,,
A6CE8BHR,gtx plus basic,lexiqvolax,lost,2017-03-11,2017-06-08,0.0
UI1UION3,gtx basic,j texon,won,2017-03-11,2017-06-10,526.0
ZPX96Q40,gtx plus pro,condax,won,2017-03-11,2017-06-12,5344.0
I0CYLPNE,gtxpro,konex,won,2017-03-11,2017-05-22,4125.0
FGH181PC,gtx basic,dalttechnology,won,2017-03-11,2017-06-06,528.0
8OBC9CQE,mg advanced,singletechno,won,2017-03-11,2017-03-26,3254.0
G3KFZ8KX,gtxpro,green plus,lost,2017-03-11,2017-05-07,0.0
2Y84YR3K,gtx basic,j texon,won,2017-03-11,2017-05-24,516.0
97QHOOWD,gtx basic,y corporation,won,2017-03-11,2017-03-27,538.0
YL7XWUYO,gtx basic,codehow,won,2017-03-11,2017-06-17,459.0
VO8TFB31,gtx basic,cheers,lost,2017-03-11,2017-06-26,0.0
Q949MQ5W,gtxpro,sunnamplex,won,2017-03-11,2017-05-22,5137.0
HZU0L5GS,mg advanced,konmatfix,won,2017-03-11,2017-06-04,3330.0
8RF8XVYF,gtx basic,conecom,won,2017-03-11,2017-05-10,589.0
ZILYYA1V,mg special,goodsilron,won,2017-03-11,2017-03-30,45.0
BY2L60V1,mg special,,engaging,2017-03-11,,
NH0WGTR4,mg special,funholding,lost,2017-03-12,2017-05-25,0.0
73HO9OZC,gtx basic,finjob,engaging,2017-03-12,,
WBJX6O2D,gtx plus pro,opentech,won,2017-03-12,2017-06-11,5664.0
1IHNDN80,mg advanced,streethex,lost,2017-03-12,2017-05-02,0.0
T14K7M5G,gtx plus basic,initech,won,2017-03-12,2017-06-11,1074.0
XPP2Q5WQ,gtx plus basic,globex corporation,lost,2017-03-12,2017-05-02,0.0
FM4LX5O0,gtxpro,treequote,lost,2017-03-12,2017-05-26,0.0
HG07756D,gtx basic,finjob,won,2017-03-12,2017-03-31,481.0
E7YSM99K,gtx plus basic,labdrill,won,2017-03-12,2017-06-02,1101.0
4D1FP59D,gtx basic,warephase,won,2017-03-12,2017-06-23,522.0
3E4VTH6E,mg special,hatfan,engaging,2017-03-12,,
TK29F68V,mg special,y corporation,won,2017-03-12,2017-06-13,49.0
QHJ3W8FW,gtxpro,,engaging,2017-03-12,,
N3H82NHO,gtxpro,newex,won,2017-03-12,2017-06-02,4865.0
GTANESSU,gtx plus basic,isdom,won,2017-03-12,2017-05-22,991.0
LA0O6BHX,gtx plus pro,dontechi,won,2017-03-12,2017-05-27,4509.0
RRKQ0P07,gtxpro,nam zim,won,2017-03-12,2017-05-03,5169.0
J4V3VKQ5,gtx basic,sonron,won,2017-03-12,2017-03-27,491.0
17U8549G,gtxpro,labdrill,won,2017-03-12,2017-06-15,4281.0
G281LUYF,gtx plus basic,finhigh,lost,2017-03-12,2017-05-08,0.0
4NAK1XFV,mg special,umbrella corporation,lost,2017-03-12,2017-05-18,0.0
Y34MVXP3,mg advanced,kinnamplus,won,2017-03-12,2017-06-27,3443.0
N8G3G1UF,mg special,gogozoom,won,2017-03-12,2017-05-29,60.0
SDXZB8MC,mg special,hottechi,won,2017-03-12,2017-06-20,53.0
PFUE2JYB,mg special,finjob,won,2017-03-12,2017-05-26,56.0
4A8SFEJ2,gtx basic,scotfind,won,2017-03-12,2017-03-17,665.0
HEG8WPQF,gtx plus basic,inity,won,2017-03-13,2017-05-09,1140.0
0FST40LV,mg special,streethex,won,2017-03-13,2017-05-25,52.0
I7WERQ6B,mg special,warephase,won,2017-03-13,2017-06-08,52.0
T7UYHDUN,gtx plus pro,donquadtech,lost,2017-03-13,2017-03-24,0.0
Y28VHZKQ,mg advanced,,engaging,2017-03-13,,
V0EIMVES,gtx plus pro,konmatfix,won,2017-03-13,2017-05-13,5121.0
DL4SZAGH,mg advanced,rundofase,won,2017-03-13,2017-03-31,3611.0
RVIU1YQ8,mg special,massive dynamic,won,2017-03-13,2017-03-24,50.0
ZNSWDHTJ,gtx basic,rundofase,won,2017-03-13,2017-05-15,618.0
A2G8VYZY,gtx plus basic,globex corporation,won,2017-03-13,2017-03-17,1247.0
F5I33E1I,mg special,sumace,engaging,2017-03-13,,
Y9B94N72,mg special,donware,won,2017-03-13,2017-05-03,55.0
34MBPHRL,gtx plus basic,singletechno,won,2017-03-13,2017-06-17,1157.0
K73K8IQ3,gtx basic,hottechi,won,2017-03-13,2017-05-22,537.0
8L5WBK75,gtxpro,dalttechnology,won,2017-03-13,2017-03-30,4955.0
Z1RN8D42,gtxpro,singletechno,won,2017-03-13,2017-06-02,5606.0
4IT33RBO,gtx basic,,engaging,2017-03-13,,
JV1NCDKP,mg special,isdom,won,2017-03-13,2017-05-11,57.0
ECCVMNUZ,mg special,sunnamplex,won,2017-03-13,2017-05-20,66.0
A3GVFKYP,gtxpro,dalttechnology,won,2017-03-13,2017-06-27,5113.0
COTHR6F7,gtxpro,sunnamplex,won,2017-03-13,2017-05-22,4595.0
7VKQWIXD,gtx plus basic,,engaging,2017-03-14,,
3OAEEV0S,mg advanced,gekko co,won,2017-03-14,2017-03-21,3503.0
RTH5O6ZW,mg advanced,mathtouch,won,2017-03-14,2017-06-13,3600.0
V74O6XQT,gtxpro,,engaging,2017-03-14,,
GH6U8WWN,gtx basic,massive dynamic,won,2017-03-14,2017-03-19,425.0
GVNI96XB,gtxpro,dontechi,won,2017-03-14,2017-06-20,4565.0
KC324LPK,gtxpro,ron tech,won,2017-03-14,2017-05-22,4754.0
2Y2R082L,mg special,dambase,won,2017-03-14,2017-05-06,62.0
HALGOQ5D,gtxpro,betasoloin,won,2017-03-14,2017-05-30,4688.0
1R38Y0C1,mg advanced,golddex,won,2017-03-14,2017-03-20,3386.0
3QQW8VJ2,gtxpro,xx zobam,won,2017-03-14,2017-06-06,3869.0
8JS4BWQ7,gtx basic,streethex,won,2017-03-14,2017-03-24,615.0
78TOITP2,mg special,finhigh,won,2017-03-14,2017-05-18,55.0
MRCYKUX4,mg advanced,,engaging,2017-03-14,,
3PVNGGBX,gtx basic,the new york inquirer,engaging,2017-03-14,,
MN6E59H6,gtx plus pro,,engaging,2017-03-14,,
BSA76OL5,gtx basic,isdom,lost,2017-03-14,2017-05-17,0.0
YHNBSXPN,gtx plus basic,hatfan,won,2017-03-14,2017-03-25,1019.0
TW6D3KT4,mg advanced,blackzim,won,2017-03-14,2017-05-12,2798.0
Z8RI8RLU,gtx basic,streethex,won,2017-03-14,2017-06-03,502.0
FT0L8HZZ,mg advanced,isdom,won,2017-03-14,2017-03-16,3323.0
AW0GW33Q,gtx plus basic,condax,lost,2017-03-14,2017-06-11,0.0
IJLPV177,mg special,nam zim,lost,2017-03-14,2017-03-30,0.0
9UVKASFY,gtx plus pro,nam zim,lost,2017-03-14,2017-05-27,0.0
KKSMEP2A,mg advanced,finjob,lost,2017-03-14,2017-06-21,0.0
E96ZTKHC,gtx basic,scotfind,won,2017-03-14,2017-03-17,542.0
RZ08GKZY,gtxpro,faxquote,won,2017-03-14,2017-05-22,5172.0
EK0ZZHKT,mg advanced,massive dynamic,lost,2017-03-15,2017-06-24,0.0
9U6RAS0M,gtx basic,umbrella corporation,won,2017-03-15,2017-03-31,538.0
3S31RHE5,gtxpro,betasoloin,won,2017-03-15,2017-05-18,4497.0
GOM8T4Y4,gtx plus basic,codehow,won,2017-03-15,2017-05-09,1178.0
7Z5AVSH6,gtxpro,treequote,won,2017-03-15,2017-06-21,4969.0
E7OPE1O8,mg special,rangreen,won,2017-03-15,2017-03-20,60.0
647E6ED0,mg advanced,dontechi,won,2017-03-15,2017-06-05,2875.0
V4XHHFO3,gtx basic,blackzim,engaging,2017-03-15,,
PEX6S873,gtk 500,cheers,lost,2017-03-15,2017-05-19,0.0
M9OTPNII,gtx plus pro,donware,won,2017-03-15,2017-05-20,6177.0
EZRICI17,mg advanced,rundofase,lost,2017-03-15,2017-06-28,0.0
7PXJ92C5,gtxpro,,engaging,2017-03-15,,
BAXENBTS,gtxpro,finjob,lost,2017-03-15,2017-05-06,0.0
086279IX,gtxpro,kan code,won,2017-03-15,2017-06-14,4369.0
6EEC9HQQ,gtxpro,y corporation,won,2017-03-15,2017-05-21,4878.0
MHN0SWM2,gtx plus pro,genco pura olive oil company,won,2017-03-15,2017-06-21,4527.0
8SKE4TT5,gtx plus basic,xx holding,lost,2017-03-15,2017-05-30,0.0
IGELOJ42,gtx plus pro,cancity,won,2017-03-15,2017-06-03,6102.0
0LMA8GMJ,gtx plus pro,bubba gump,won,2017-03-15,2017-05-10,4983.0
E40RN3MN,mg special,isdom,won,2017-03-15,2017-03-25,47.0
093R7PK9,mg special,zoomit,won,2017-03-15,2017-06-11,52.0
I8A9OXP2,gtxpro,gekko co,won,2017-03-15,2017-06-25,5031.0
7IFEKEMG,mg special,bioplex,won,2017-03-15,2017-06-06,53.0
4XZ4RY1N,gtx plus basic,,engaging,2017-03-15,,
K2KK9SW2,gtx basic,inity,won,2017-03-16,2017-05-02,550.0
Z0RLNFVY,gtx plus basic,,engaging,2017-03-16,,
8SIG4C8X,gtxpro,donquadtech,won,2017-03-16,2017-06-06,5223.0
K4ETVW4H,mg special,betasoloin,won,2017-03-16,2017-05-12,53.0
YA2NDY1H,gtxpro,bluth company,won,2017-03-16,2017-05-17,4519.0
G6DYTQQE,gtxpro,vehement capital partners,won,2017-03-16,2017-06-01,4833.0
RQULJHTU,gtx plus pro,,engaging,2017-03-16,,
RZZ9K7UN,gtx plus pro,zencorporation,won,2017-03-16,2017-06-29,5407.0
3918OU6O,gtx basic,rundofase,lost,2017-03-16,2017-05-02,0.0
YZ9ZKK3P,mg special,finjob,won,2017-03-16,2017-05-08,56.0
GK1NH8G7,gtx basic,iselectrics,engaging,2017-03-16,,
OPCLCCQH,gtx plus basic,konex,engaging,2017-03-16,,
E1921PBZ,gtx basic,finjob,won,2017-03-16,2017-05-23,468.0
0E761F02,gtx basic,kan code,won,2017-03-16,2017-05-02,579.0
HDBNC8W1,mg advanced,treequote,won,2017-03-16,2017-06-11,3185.0
WFCEPHD3,gtxpro,,engaging,2017-03-16,,
KP6NOWM7,mg special,cheers,won,2017-03-16,2017-06-03,54.0
HPYLUU5P,mg special,newex,won,2017-03-16,2017-06-26,62.0
I7AH5FW0,gtx basic,dambase,lost,2017-03-16,2017-05-23,0.0
RSFYKC1F,gtx basic,betatech,won,2017-03-16,2017-06-25,619.0
RMW0TRSZ,mg special,golddex,lost,2017-03-16,2017-05-20,0.0
GNENBXRW,mg special,hatfan,lost,2017-03-16,2017-05-17,0.0
L20NI94X,mg advanced,xx holding,lost,2017-03-16,2017-06-05,0.0
AF7XJNED,gtx plus pro,,engaging,2017-03-16,,
CG65AS6X,gtxpro,xx holding,won,2017-03-16,2017-03-29,4408.0
9XV6GX8D,gtx basic,cheers,won,2017-03-16,2017-06-07,605.0
IDIMBX0N,gtx plus pro,genco pura olive oil company,won,2017-03-17,2017-03-26,6064.0
W75XU368,gtx basic,plussunin,won,2017-03-17,2017-06-17,641.0
WIY2Q0Q5,gtx basic,vehement capital partners,won,2017-03-17,2017-05-17,491.0
EJDHOY6M,gtx basic,,engaging,2017-03-17,,
DF1011UT,gtx plus basic,konmatfix,engaging,2017-03-17,,
7V1FQBL9,gtxpro,plussunin,lost,2017-03-17,2017-05-03,0.0
4PXSBQU8,mg special,codehow,won,2017-03-17,2017-05-27,47.0
QRKHWNRB,mg special,faxquote,won,2017-03-17,2017-06-25,63.0
1YGNHE69,mg advanced,sumace,won,2017-03-17,2017-05-18,3291.0
IBS3H6Z4,gtx plus basic,,engaging,2017-03-17,,
TAEUD0HP,gtx plus basic,singletechno,won,2017-03-17,2017-06-10,1188.0
04YGLJ3N,gtx plus pro,,engaging,2017-03-17,,
72TBO2HA,gtx basic,cheers,lost,2017-03-17,2017-05-08,0.0
FCW4SAAP,gtx basic,scotfind,won,2017-03-17,2017-06-11,478.0
DEH0MYSO,mg special,green plus,won,2017-03-17,2017-05-24,60.0
PEVJ6O6R,gtxpro,silis,won,2017-03-17,2017-03-27,4064.0
T02CX0BY,mg advanced,ontomedia,won,2017-03-17,2017-03-31,2550.0
IN9S33CD,gtx plus pro,finhigh,engaging,2017-03-17,,
SSX3QRTB,mg special,bioplex,lost,2017-03-17,2017-05-08,0.0
UBX7TMQG,gtx plus pro,dontechi,lost,2017-03-17,2017-05-10,0.0
RR5AMWPQ,mg special,genco pura olive oil company,lost,2017-03-17,2017-05-16,0.0
FHLNW3WH,mg advanced,statholdings,won,2017-03-17,2017-06-21,3378.0
1GT10YJD,gtx plus pro,,engaging,2017-03-17,,
4UZCVHEV,gtx basic,,engaging,2017-03-17,,
DJH67UIZ,mg special,,engaging,2017-03-17,,
7VGJ2B7O,mg special,,engaging,2017-03-17,,
IAVMELUO,gtxpro,gekko co,won,2017-03-17,2017-05-30,6135.0
PRMMZX9O,gtx plus basic,newex,won,2017-03-17,2017-06-02,999.0
ZZFES7ID,mg special,singletechno,won,2017-03-17,2017-06-05,52.0
G7PNQB9M,gtx plus basic,warephase,lost,2017-03-18,2017-05-25,0.0
Z0R5O2VW,gtx plus pro,donware,lost,2017-03-18,2017-05-24,0.0
VS0TWECS,gtx basic,plussunin,won,2017-03-18,2017-06-18,530.0
XN7EV14M,gtx basic,konmatfix,won,2017-03-18,2017-05-09,538.0
P5BRH80Z,mg special,rundofase,won,2017-03-18,2017-03-27,53.0
CQVDJR45,gtxpro,scottech,won,2017-03-18,2017-06-12,5416.0
QUFCX2MF,mg special,scotfind,lost,2017-03-18,2017-05-27,0.0
RW13VT8T,gtx plus pro,mathtouch,won,2017-03-18,2017-05-11,4995.0
H2IOHZ8R,gtx basic,,engaging,2017-03-18,,
5LJ47CVS,gtx basic,sonron,lost,2017-03-18,2017-06-22,0.0
87XTACKH,gtx plus basic,bioholding,won,2017-03-18,2017-05-26,1137.0
0Z2CQ0MQ,gtx basic,sonron,won,2017-03-18,2017-03-28,453.0
4SK6YLB0,gtx plus basic,hottechi,won,2017-03-18,2017-05-27,1065.0
EVVX3PQ5,gtxpro,singletechno,won,2017-03-18,2017-05-04,4373.0
9Y3JDP1B,mg advanced,labdrill,won,2017-03-18,2017-06-19,2560.0
ACB3QZAY,gtxpro,singletechno,lost,2017-03-18,2017-06-04,0.0
COWC9H9T,gtx plus basic,groovestreet,won,2017-03-18,2017-03-31,1171.0
ZTHMJWYZ,mg special,konex,won,2017-03-18,2017-06-22,53.0
MMGWAWBA,gtx plus pro,treequote,won,2017-03-18,2017-06-02,6553.0
8LPO6YCO,mg advanced,betatech,won,2017-03-18,2017-05-07,3542.0
I7MDOGGU,gtx basic,,engaging,2017-03-18,,
CDUIUYY2,mg advanced,finhigh,won,2017-03-18,2017-06-11,3619.0
10IY4PV4,mg advanced,,engaging,2017-03-18,,
A1TDRYHZ,mg advanced,rangreen,engaging,2017-03-18,,
2JY9SQ2L,mg special,,engaging,2017-03-18,,
9328IHHL,mg advanced,bluth company,won,2017-03-18,2017-05-18,3589.0
ZFB7CBR6,gtx plus pro,plexzap,won,2017-03-18,2017-05-13,6262.0
3N3RAHXR,gtx plus basic,nam zim,engaging,2017-03-19,,
6RJE18RW,gtx plus basic,acme corporation,won,2017-03-19,2017-03-24,1161.0
GK86H0SK,gtxpro,umbrella corporation,won,2017-03-19,2017-03-28,4975.0
QXU90OP8,gtx basic,zotware,won,2017-03-19,2017-03-22,586.0
NXXSU27K,mg special,the new york inquirer,won,2017-03-19,2017-03-25,41.0
RACLHBXN,gtx plus basic,,engaging,2017-03-19,,
06YL7WVJ,gtx plus basic,ron tech,won,2017-03-19,2017-03-21,929.0
K4Y8R0FX,mg special,streethex,won,2017-03-19,2017-06-04,65.0
F8O0IY28,gtx basic,zencorporation,won,2017-03-19,2017-03-30,574.0
8T8J06EL,gtxpro,condax,lost,2017-03-19,2017-06-26,0.0
3AE6GW2D,gtxpro,streethex,lost,2017-03-19,2017-05-09,0.0
T0SEVT4K,mg advanced,labdrill,won,2017-03-19,2017-06-16,3028.0
36VPT9RZ,gtx basic,singletechno,won,2017-03-19,2017-03-26,403.0
R2RL1Y49,gtx basic,sonron,lost,2017-03-19,2017-05-16,0.0
7Q7SA3EK,mg advanced,kan code,won,2017-03-19,2017-06-07,3290.0
THKCN7HU,gtx basic,,engaging,2017-03-19,,
6JI36HIE,mg advanced,sonron,lost,2017-03-19,2017-06-23,0.0
B5CBSTM5,mg advanced,golddex,won,2017-03-19,2017-03-29,3550.0
SNBYNW8H,mg advanced,rangreen,won,2017-03-19,2017-06-23,3657.0
IEN6RBZI,gtx plus basic,zotware,won,2017-03-19,2017-06-24,1046.0
9P026O47,mg special,warephase,won,2017-03-19,2017-05-27,50.0
AJLNEUVY,mg advanced,funholding,won,2017-03-19,2017-03-27,2871.0
LJIAOC0Q,mg special,bioplex,won,2017-03-19,2017-06-04,52.0
PD2198ZH,gtxpro,,engaging,2017-03-19,,
2BYD4WQ7,mg special,funholding,lost,2017-03-20,2017-05-19,0.0
HP6DSCMH,gtx basic,kan code,won,2017-03-20,2017-06-12,564.0
FM4S93O6,gtx plus pro,donware,lost,2017-03-20,2017-05-23,0.0
ALHQU8W8,gtx basic,plexzap,engaging,2017-03-20,,
GGPSSI5Q,mg advanced,ganjaflex,won,2017-03-20,2017-06-02,3780.0
4D95LU0H,gtx basic,dambase,won,2017-03-20,2017-06-24,491.0
KA79LTFF,gtx basic,dontechi,won,2017-03-20,2017-03-30,604.0
OBBVVO9O,gtk 500,singletechno,lost,2017-03-20,2017-05-27,0.0
83HX5CIJ,gtx basic,sonron,lost,2017-03-20,2017-03-23,0.0
SGV1FR3O,gtx basic,cheers,won,2017-03-20,2017-06-23,568.0
TJ6U9HZ3,gtx basic,singletechno,won,2017-03-20,2017-06-24,601.0
K72CEXGZ,gtx plus basic,,engaging,2017-03-20,,
1N99TLIA,mg advanced,blackzim,lost,2017-03-20,2017-06-02,0.0
JYE2QFGE,gtx plus pro,genco pura olive oil company,won,2017-03-20,2017-05-06,5616.0
IEOMRMWW,gtxpro,zotware,lost,2017-03-20,2017-06-28,0.0
ZW7N89K3,gtxpro,faxquote,lost,2017-03-20,2017-05-18,0.0
MIU04JC2,mg special,dambase,lost,2017-03-20,2017-06-21,0.0
VF2OKZY5,mg advanced,scotfind,lost,2017-03-20,2017-06-12,0.0
QSBKLWSW,gtx basic,opentech,won,2017-03-20,2017-06-29,542.0
0GTJE2VQ,gtx basic,gekko co,won,2017-03-20,2017-06-14,497.0
H91G4MYP,gtxpro,j texon,won,2017-03-20,2017-05-22,5443.0
DDBH2FPP,gtx plus basic,rangreen,won,2017-03-21,2017-06-16,1037.0
P1SGQODJ,gtx plus basic,rangreen,engaging,2017-03-21,,
N8F2PFQP,gtx plus basic,betasoloin,won,2017-03-21,2017-04-03,992.0
WELHHO3U,gtx plus basic,stanredtax,won,2017-03-21,2017-03-30,966.0
CUAYGT78,mg advanced,zotware,lost,2017-03-21,2017-06-26,0.0
9KDR9PQX,gtx plus pro,vehement capital partners,lost,2017-03-21,2017-04-01,0.0
8A5HA974,gtx basic,warephase,lost,2017-03-21,2017-04-01,0.0
M1L0IWB6,mg advanced,ron tech,won,2017-03-21,2017-05-11,3232.0
I2U6MKUT,gtx basic,ganjaflex,won,2017-03-21,2017-05-29,548.0
5C8HCDXT,mg advanced,,engaging,2017-03-21,,
RK6UFTI8,mg advanced,plussunin,lost,2017-03-21,2017-03-26,0.0
ECOU1XXZ,mg special,ron tech,won,2017-03-22,2017-05-30,52.0
9FPDDSIJ,gtxpro,,engaging,2017-03-22,,
4RDJBBB6,mg special,,engaging,2017-03-22,,
OTDDPHWJ,gtxpro,genco pura olive oil company,lost,2017-03-22,2017-05-28,0.0
20N9WSRC,gtxpro,globex corporation,lost,2017-03-22,2017-05-23,0.0
IJ4GXGCU,gtxpro,isdom,won,2017-03-22,2017-03-30,5109.0
GZCWM6GK,mg special,statholdings,engaging,2017-03-22,,
U0G8KIPB,mg special,codehow,won,2017-03-22,2017-06-21,49.0
2YVVZN5L,gtx plus basic,konmatfix,lost,2017-03-22,2017-05-03,0.0
3JUL12VK,gtx basic,,engaging,2017-03-22,,
TGW7OYMD,gtx basic,kan code,won,2017-03-22,2017-06-25,447.0
XJ9RQU4K,mg advanced,isdom,won,2017-03-22,2017-06-14,3430.0
9Y85N0W5,mg advanced,,engaging,2017-03-22,,
4TRMURKI,gtx basic,condax,lost,2017-03-22,2017-06-18,0.0
TJXY9DQG,mg advanced,donquadtech,won,2017-03-22,2017-06-10,3245.0
DV9ZB9KL,gtx basic,bioholding,lost,2017-03-22,2017-03-27,0.0
J712QVSG,mg special,ron tech,won,2017-03-22,2017-03-26,61.0
LCBVIPRA,mg special,golddex,won,2017-03-22,2017-06-29,60.0
8GE7FY98,gtxpro,,engaging,2017-03-22,,
88R08IL1,mg special,kan code,lost,2017-03-22,2017-04-01,0.0
4U9D1IZ5,gtx basic,,engaging,2017-03-22,,
WNMF0OHM,gtx plus pro,dambase,won,2017-03-23,2017-04-01,5060.0
I0D1O3GX,gtx basic,xx zobam,lost,2017-03-23,2017-04-01,0.0
PO158L29,gtx basic,blackzim,engaging,2017-03-23,,
7LNGJB3S,gtx basic,kan code,won,2017-03-23,2017-04-01,585.0
AVD2WQZY,gtxpro,sumace,lost,2017-03-23,2017-06-11,0.0
UD9V38LV,gtxpro,betasoloin,lost,2017-03-23,2017-05-19,0.0
JMTO8BPQ,gtxpro,hottechi,lost,2017-03-23,2017-04-03,0.0
06YBVWXZ,gtxpro,condax,lost,2017-03-23,2017-04-03,0.0
ODGKZEVV,gtxpro,,engaging,2017-03-23,,
1VCAS7FL,mg special,condax,lost,2017-03-23,2017-04-05,0.0
G2TASA8C,mg special,dontechi,lost,2017-03-23,2017-06-15,0.0
CRW2CCMB,gtx basic,nam zim,won,2017-03-23,2017-06-05,572.0
7FER10E1,mg special,golddex,won,2017-03-23,2017-06-08,54.0
K96NUCWR,gtx basic,dontechi,lost,2017-03-23,2017-04-01,0.0
SE609QTE,mg special,stanredtax,won,2017-03-23,2017-05-05,60.0
CT9XECID,mg advanced,zumgoity,won,2017-03-23,2017-04-01,3251.0
SUO8VZQ8,gtx plus pro,lexiqvolax,won,2017-03-23,2017-06-14,5930.0
9LX9MAPU,gtx plus basic,mathtouch,won,2017-03-23,2017-04-01,941.0
PHP5V833,gtx basic,cancity,lost,2017-03-24,2017-05-18,0.0
7XEB6TFB,mg special,scottech,won,2017-03-24,2017-06-06,56.0
KV9LW061,mg advanced,codehow,won,2017-03-24,2017-04-04,3445.0
M41NS5DN,gtx plus pro,,engaging,2017-03-24,,
QIHWKCFK,mg advanced,singletechno,engaging,2017-03-24,,
8RZ1A49O,mg special,bioholding,won,2017-03-24,2017-03-31,54.0
GEJLL5L3,gtx basic,,engaging,2017-03-24,,
V4EKF9RF,mg advanced,mathtouch,won,2017-03-24,2017-03-31,3498.0
VJ1EK4A3,gtx basic,vehement capital partners,won,2017-03-24,2017-04-02,540.0
65B8HSTW,gtxpro,gekko co,won,2017-03-24,2017-04-02,4986.0
KIJB458K,gtx plus pro,toughzap,lost,2017-03-24,2017-04-03,0.0
8PHJ7N4E,gtx plus pro,domzoom,won,2017-03-24,2017-05-15,5214.0
EDAJ0YEW,gtxpro,isdom,won,2017-03-24,2017-03-30,4794.0
KMB8TJ0I,mg advanced,,engaging,2017-03-24,,
9X5HUUJ5,gtx plus basic,kan code,lost,2017-03-24,2017-04-02,0.0
CR6ZLEWC,gtx plus pro,,engaging,2017-03-24,,
21S1ETXM,gtx plus basic,scotfind,lost,2017-03-24,2017-04-03,0.0
54JFGNXN,gtx basic,cancity,won,2017-03-24,2017-05-27,648.0
WLXPA3LB,mg advanced,dontechi,won,2017-03-24,2017-06-30,3040.0
3WQMBMSN,gtx plus basic,treequote,won,2017-03-24,2017-06-30,1185.0
XIKWT7HM,mg special,finhigh,won,2017-03-24,2017-03-26,48.0
J9QQVBQX,gtx plus basic,j texon,lost,2017-03-24,2017-04-01,0.0
I51MJ7PP,gtx plus basic,cheers,won,2017-03-24,2017-06-30,1021.0
V690FQG4,gtx plus basic,scotfind,won,2017-03-24,2017-05-26,1264.0
OSB9S3PI,mg special,zumgoity,lost,2017-03-24,2017-05-23,0.0
JWRSTAU8,gtx basic,ron tech,won,2017-03-24,2017-06-12,503.0
YYAZ4JBY,gtxpro,ganjaflex,won,2017-03-24,2017-04-03,4440.0
8SEGAAT7,gtx plus basic,inity,lost,2017-03-24,2017-04-03,0.0
4L36DJTM,mg special,rangreen,won,2017-03-24,2017-04-02,52.0
YB20NWM1,mg special,,engaging,2017-03-24,,
7Z3S4XV9,gtx basic,konex,lost,2017-03-24,2017-04-03,0.0
SQOW8W0G,gtx basic,initech,lost,2017-03-24,2017-05-05,0.0
W3LGBNI2,mg special,gekko co,lost,2017-03-24,2017-04-06,0.0
J2B3UZXA,gtx basic,gekko co,won,2017-03-24,2017-03-26,499.0
43LFUTVM,gtx plus pro,,engaging,2017-03-24,,
VH78FLDN,gtxpro,cheers,lost,2017-03-24,2017-04-03,0.0
KZKMLY96,gtx plus basic,condax,won,2017-03-24,2017-03-29,1159.0
9BGKQZ3H,mg special,domzoom,lost,2017-03-25,2017-04-03,0.0
H6NJKV4F,gtx plus pro,betasoloin,won,2017-03-25,2017-05-20,5479.0
CMS1HUGL,mg advanced,,engaging,2017-03-25,,
6R6S91WE,gtxpro,,engaging,2017-03-25,,
L69Q015M,gtxpro,zotware,won,2017-03-25,2017-05-19,4555.0
RX3F3VIU,mg special,hottechi,lost,2017-03-25,2017-04-02,0.0
R5I9AAFG,mg special,fasehatice,lost,2017-03-25,2017-05-25,0.0
JQ3HJFNA,gtx plus basic,initech,won,2017-03-25,2017-03-28,1026.0
XCC1C1GG,gtx basic,stanredtax,won,2017-03-25,2017-04-03,503.0
WI1HQSIS,gtx plus basic,streethex,won,2017-03-25,2017-06-14,1144.0
LCTI4CFV,mg special,genco pura olive oil company,won,2017-03-25,2017-06-16,55.0
3T64Z7DB,gtx basic,,engaging,2017-03-25,,
3F2ZPCSL,gtx plus basic,,engaging,2017-03-25,,
8GMDSXYY,mg advanced,kan code,won,2017-03-25,2017-04-06,3181.0
QLTDWAEM,mg special,scottech,won,2017-03-25,2017-06-19,54.0
XFB1VXQY,mg advanced,,engaging,2017-03-25,,
UB8M6I5R,gtxpro,singletechno,won,2017-03-25,2017-06-30,3959.0
EBTJPEEY,gtx basic,streethex,won,2017-03-25,2017-05-31,571.0
ATW70WX1,gtxpro,donquadtech,lost,2017-03-25,2017-04-05,0.0
9DBMY3OF,gtx basic,kan code,lost,2017-03-25,2017-04-04,0.0
HRV9DSYF,gtx basic,blackzim,won,2017-03-25,2017-04-03,545.0
MNC7Q3JJ,gtx basic,labdrill,won,2017-03-25,2017-06-21,554.0
TJ03NDNX,mg advanced,iselectrics,engaging,2017-03-25,,
E3WWC6FJ,mg special,yearin,won,2017-03-25,2017-04-02,68.0
